utt_key,transcription,counts
3048597471_5697538daf_0,"a brown dog is swimming through water with an orange ball in its mouth","brown=2|little=1|ball=3|ocean=1|water=4|carrying=1|mouth=4|holding=2|orange=2|toy=2|face=1|beach=2|dogs=5|pool=1|swimming=4"
3051384385_c5c850c1f8_3,"the child wearing striped pants is holding an object","wearing=2|boy=2|toy=1|stands=1|young=3|hair=1|carrying=5|holding=4|small=1|children=1"
3052196390_c59dd24ca8_0,"a group of children playing in a sprinkler","little=2|jumps=1|young=5|water=4|small=3|grass=2|children=4|swimming=1"
3053743109_a2d780c0d2_4,"black and yellow teams are trying to get the basketball in the goal","wearing=1|ball=5|shirt=1|jumps=3|park=1|yellow=4|running=3|carrying=1|black=4"
3058439373_9276a4702a_1,"a crowd of people stand looking at somthing in a european courtyard","building=2|stands=4|camera=1|young=1|face=1|large=1|field=2|street=3|grass=1|road=1"
3061481868_d1e00b1f2e_2,"two people on a motorcycle","wearing=2|street=2|sitting=2|face=1|air=1|bike=3|riding=3|sits=3|rides=3|road=1"
3062173277_bfb5ef4c45_2,"boat number 5 has several men with life jackets paddling the water","wearing=4|large=1|sitting=1|rides=2|water=3|face=1|jacket=5|race=1|riding=1|ocean=4|beach=2"
3064383768_f6838f57da_0,"a man surfing a wave","beach=3|air=1|water=1|sand=1|riding=2|ocean=4|rides=3|swimming=3"
3070011270_390e597783_0,"a black and brown dog is walking in the water and looking at the camera","hair=1|brown=5|jumps=1|rock=1|park=1|children=1|water=4|sand=1|camera=1|black=4|walks=3|mouth=1|ocean=3|beach=1|dogs=4"
3070031806_3d587c2a66_4,"man watching four dogs play on the beach","stands=1|jumps=1|sand=3|ocean=4|water=3|running=2|walks=1|face=1|beach=5|dogs=5"
3071676551_a65741e372_1,"a person surfing","stands=1|rides=1|jumps=1|ocean=5|water=4|riding=3|beach=4|shirt=1"
3072114570_e1c0127529_3,"two people riding a bike are riding towards a stop sign","mountain=1|sitting=2|top=1|bike=4|street=2|road=3|riding=4|sits=1|rides=5|red=1"
3072172967_630e9c69d0_3,"two boys in green and white uniforms play basketball with two boys in blue and white uniforms","wearing=3|boy=5|little=1|ball=2|shirt=1|carrying=1|park=1|young=3|running=1|toy=1|small=1|white=4|children=4"
307327914_f98f576adb_1,"a man wearing a blue shirt and glasses","wearing=5|top=2|face=3|shirt=4|walks=1"
3074842262_62b1b2168c_4,"a young boy standing with a raised leg in a large pile of leaves","boy=3|little=4|stands=4|young=4|face=2|large=2|stick=1|small=2|hair=1|children=5"
3079787482_0757e9d167_4,"two young girls hug","little=2|face=1|young=4|holding=1|children=3"
3080056515_3013830309_4,"two children standing very close","boy=2|little=2|stands=5|young=5|camera=1|small=2|smiling=1|soccer=1|children=5"
308487515_7852928f90_0,"a bird eating","little=2|grass=2|black=1|sand=1|rock=1"
3085226474_62aba51179_1,"people in a dance","young=1|boy=1|three=1|children=1"
3085667767_66041b202e_3,"a surfer jumps out of the water","rides=1|jumps=3|air=1|water=5|sand=2|riding=1|ocean=4|beach=5|pool=1|swimming=4"
3085667865_fa001816be_2,"a person in a wetsuit is in midair while surfing","wearing=3|rides=2|jumps=2|air=3|water=4|ocean=3|riding=3|swimming=2|beach=3|pool=1|women=1"
3095225232_2e6e6dc92e_2,"people ride up an escalator","stands=2|top=1|holding=1|climbing=2|riding=4|rides=2|children=1|women=1"
309687244_4bdf3b591f_1,"a man in a gray shirt climbs a large rock wall","wearing=1|mountain=1|shirt=5|top=1|young=1|face=2|large=3|holding=2|rock=3|climbing=4|grass=1"
3099923914_fd450f6d51_0,"a group of people sit at a table in front of a large building","building=5|shirt=1|sitting=3|camera=1|face=1|large=2|street=1|sits=5|children=1"
3100251515_c68027cc22_3,"a protest march is passing by a white stone building","building=4|carrying=1|walks=3|large=1|street=2|rock=1|white=3|road=1"
3106026005_473a7b1c8c_4,"man sitting on a bench on the sidewalk","boy=1|shirt=2|sitting=4|park=1|face=1|street=3|mouth=2|sits=3"
3107513635_fe8a21f148_2,"a train station says tychy miasto","building=2|riding=1|rides=1|young=1|children=1"
3108197858_441ff38565_3,"little kids with their hands in the air","boy=1|little=4|stands=1|jumps=1|park=1|young=5|air=2|small=2|holding=1|baby=1|sits=1|children=4"
3108732084_565b423162_4,"two snowboarders in a snowy scene","mountain=2|boy=1|snowy=5|snow=5|air=1|riding=2|white=2|rides=3"
3109704348_c6416244ce_3,"the man with the soccor ball is being hit by another man","ball=4|stands=1|football=2|park=2|face=2|soccer=5"
3110649716_c17e14670e_3,"one man helps another attach a red ribbon to his forearm in the midst of a large group of people","large=1|wearing=2|small=1|red=4"
311146855_0b65fdb169_4,"two people are dancing with drums on the right and a crowd behind them","large=1|street=1|face=1"
3113322995_13781860f2_4,"the dog team is pulling the man on the sled","wearing=1|snowy=3|sitting=2|snow=3|running=2|race=3|riding=4|rides=1|dogs=5"
3114944484_28b5bb9842_2,"a group of people with their backs to the camera and a little girl facing a lady","little=4|stands=2|young=2|face=4|baby=1|camera=4|small=2|smiling=1|children=5|women=3"
3115174046_9e96b9ce47_1,"a skateboarder flies off the stairs","park=1|jumps=2|skateboard=4|air=5|street=1|riding=2|climbing=1|rides=1"
3116769029_f5a76f04ba_4,"young boy tosses autumn leaves","boy=4|orange=2|brown=2|dirt=1|tree=2|young=5|yellow=2|air=3|jacket=1|field=1|holding=1|small=2|grass=1|children=3"
3119076670_64b5340530_1,"a snowboarder is performing a stunt in mostly dark","wearing=1|mountain=2|shirt=1|snowy=3|snow=3|jumps=2|young=1|air=1|street=1|black=1|white=2|face=1|rides=1"
3119875880_22f9129a1c_0,"a boy climbs rocks","boy=5|little=1|toy=1|mountain=1|top=1|young=3|field=1|rock=4|climbing=5|children=4"
3121521593_18f0ec14f7_1,"a woman leaning her head on the shoulder of another woman","top=1|park=1|face=3|hair=1|mouth=1|smiling=1|grass=1|women=5"
3123351642_3794f2f601_3,"a snowboarder launches off a ramp","mountain=1|snowy=4|park=2|jumps=3|skateboard=1|snow=4|air=3|riding=3|white=2|rides=2|road=1"
3123463486_f5b36a3624_1,"a dog runs","field=1|running=2|dogs=5"
3125309108_1011486589_2,"rugby match","wearing=1|ball=3|stands=1|football=1|park=1|face=1|field=3|carrying=1|holding=2|grass=4|shirt=1"
3128164023_ebe8da4c32_0,"dogs chase each other","running=3|three=1|dogs=4|smiling=1"
3135504530_0f4130d8f8_0,"one girl is wearing a white t-shirt with red sleeves ; the other has words on hers","wearing=5|pink=1|shirt=5|top=2|young=4|small=1|white=5|children=1|red=3|women=2"
3138399980_d6ab8b2272_3,"a woman in orange throws her hand in the air","wearing=4|top=1|young=1|air=4|orange=5|face=1|women=4"
3139160252_75109e9e05_2,"three women are posing together in front of a christmas tree","stands=3|snowy=1|tree=4|three=3|snow=2|jacket=1|camera=1|smiling=1|women=4"
3139876823_859c7d7c23_0,"a downhill skier in black catches a tiny bit of air","wearing=1|mountain=5|shirt=1|snowy=3|jumps=3|tree=1|snow=4|air=4|race=1|black=3|riding=2|hat=1"
3141293960_74459f0a24_2,"a skateboarder is performing a trick in the air","skateboard=5|jumps=2|park=1|air=4|holding=1|riding=3|white=1|rides=2"
3143155555_32b6d24f34_4,"two young children sitting together playing","baby=1|little=5|sitting=1|young=4|hair=1|small=1|running=1|orange=1|sits=4|children=5"
3143982558_9e2d44c155_2,"a baby with a pink outfit on has a pacifier and she is on a chair with another woman","pink=5|wearing=3|little=2|toy=1|sitting=4|young=4|face=2|small=4|carrying=1|mouth=3|holding=2|baby=4|sits=1|children=2|women=4"
3145967309_b33abe4d84_4,"the red haired woman in the black dress has her arms around a man in white","wearing=3|jacket=1|face=1|hair=2|black=3|holding=1|walks=1|mouth=1|white=4|red=4|women=3"
3149919755_f9272b10b3_0,"a black dog is looking at the ball on the beach by the ocean","ball=4|ocean=5|water=4|sand=3|toy=1|black=4|mouth=1|face=1|beach=4|dogs=3|swimming=1"
3150742439_b8a352e1e0_4,"two people on a street one person looking down","street=5|car=1|tree=1|camera=1|walks=1|riding=1|road=3"
3154641421_d1b9b8c24c_1,"a basketball player takes a shot","brown=1|ball=4|shirt=1|jumps=4|air=2|large=1|carrying=1|orange=1"
3155390408_8e1a81efb2_1,"a dog leaps up to catch a blue and tan ball","ball=4|dogs=5|jumps=4|football=1|air=4|mouth=3|children=1"
3155451946_c0862c70cb_0,"several basketball players are grabbing for the ball during a game","ball=5|stands=1|jumps=3|park=1|air=1|running=2|carrying=1|holding=1|face=1"
3155987659_b9ea318dd3_4,"the black and white dog tries to catch a red frisbee on green grass","toy=2|jumps=1|park=3|air=1|field=3|running=3|black=1|mouth=2|white=1|grass=4|dogs=2|red=2"
3157847991_463e006a28_0,"these men are smoking outside a grey building","building=5|stands=1|face=1|street=2|mouth=1|road=1"
315880837_90db309bab_0,"three dogs are playing in the white snow","snowy=5|jumps=1|three=3|snow=5|large=1|field=1|white=3|dogs=5"
3159995270_17334ccb5b_2,"a woman skiing","mountain=5|shirt=1|snowy=4|jumps=1|tree=1|young=1|snow=4|hair=1|carrying=1|riding=1|white=1|rides=3|women=4"
3162045919_c2decbb69b_2,"a man in a wetsuit surfs","wearing=4|boy=1|rides=2|ocean=4|water=3|riding=4|beach=5|swimming=2"
3167365436_c379bda282_0,"a man and a woman wearing a head covering turn the video camera on themselves","wearing=4|shirt=1|face=3|camera=3|mouth=2|holding=1|smiling=1|women=4"
3168123064_d1983b8f92_2,"a surfer in all black is riding a wave","wearing=1|stands=2|rides=4|young=1|ocean=4|water=5|black=3|riding=1|beach=5|swimming=4"
317109978_cb557802e1_4,"brown dog with white mark in chest and black collar going over a limb on ground","wearing=1|brown=3|dirt=2|tree=1|jumps=3|park=2|field=1|black=3|stick=1|walks=1|small=1|climbing=2|white=1|grass=1|dogs=4"
317383917_d8bfa350b6_0,"a group of dogs stand in the snow","stands=5|sitting=1|snowy=5|tree=1|snow=5|white=1|dogs=5"
317488612_70ac35493b_1,"a dog running through deep snow pack","snowy=5|jumps=1|park=1|snow=4|large=1|field=1|running=4|white=1|dogs=5"
3179336562_c3d0c0a3bd_3,"person in the midst of a ramp jump","boy=2|jumps=5|skateboard=1|riding=2|air=2"
3181701312_70a379ab6e_0,"a homeless man living on the street","sitting=1|face=2|street=5|road=1|dirt=1"
3182121297_38c99b2769_3,"the snowboarder in the blue pants is performing a trick","wearing=2|mountain=2|shirt=1|snowy=2|jumps=2|boy=1|park=1|snow=4|air=1|riding=3|face=1|rides=1"
3185371756_ff4e9fa8a6_3,"a person in a blue sweatshirt is doing a back bend","wearing=2|stands=1|jumps=1|park=1|face=1|mouth=1|shirt=1"
3185409663_95f6b958d8_3,"a young girl runs across a wet beach with the ocean in the background","little=2|face=1|sand=4|young=4|water=5|running=5|small=1|ocean=5|beach=4|children=5|swimming=2"
3186073578_6e115f45f5_1,"a man holding up a picture of two people suffering","carrying=3|face=2|water=1|camera=1|holding=3|beach=1"
3186412658_2ab2ebd397_3,"three young woman jumping into the air to catch a ball","ball=5|jumps=4|football=1|young=3|air=4|running=1|toy=1|three=3|grass=1|pool=1|women=4"
3187395715_f2940c2b72_2,"a skateboarder midair with his skateboard","boy=1|skateboard=4|jumps=3|park=1|air=4|field=1|riding=4|face=1|rides=4|road=1"
3187492926_8aa85f80c6_1,"a man in black bathing trunks dives into water","wearing=3|large=1|jumps=2|park=1|air=1|water=3|black=3|ocean=2|beach=3|pool=3|swimming=4"
3191135894_2b4bdabb6d_1,"a crowd is gathering on a grassy plain","large=1|field=5|grass=4|park=1|stands=1"
3192069971_83c5a90b4c_0,"a boy wearing a blue helmet rides a bike with his feet on the handlebars","wearing=4|boy=4|shirt=1|sitting=3|jumps=1|young=1|face=1|bike=4|holding=2|small=1|riding=4|rides=3|children=1"
3192266178_f9bf5d3dba_3,"a man in blue with a black hat with a dog leaping at him in a park-like setting","wearing=2|stands=1|dirt=1|tree=2|jumps=5|park=4|air=1|jacket=1|field=2|running=1|black=4|walks=1|grass=3|hat=3|dogs=5|shirt=1"
3197917064_e679a44b8e_1,"a white dog carries something in its mouth through the snow","ball=1|stands=1|snowy=4|carrying=5|snow=5|hair=1|toy=2|mouth=5|stick=1|holding=3|walks=4|white=4|dogs=5"
3197981073_3156963446_1,"a woman singing and playing the acoustic guitar onstage","sitting=1|face=1|carrying=2|mouth=1|holding=1|children=1|women=4"
3200120942_59cfbb3437_2,"one person is on a ski lift while another snowboards","mountain=2|snowy=5|sitting=2|park=1|snow=4|air=2|jacket=3|riding=1|white=1|sits=2|rides=2"
3201427741_3033f5b625_3,"a woman in a scarf looks sideways at the camera and holds a small child","wearing=2|boy=1|little=3|shirt=1|snow=1|carrying=2|park=1|young=3|face=3|hair=1|baby=3|camera=3|mouth=1|holding=5|small=2|smiling=1|children=4|women=5"
3203453897_6317aac6ff_4,"there is a man with a young child in a red outfit looking at advertisements","wearing=2|little=2|stands=1|young=5|face=1|jacket=1|small=3|children=4|red=4|shirt=3"
3203908917_53e53c03d1_2,"men burn an israeli flag","carrying=1|camera=1|stick=1|face=1"
3207358897_bfa61fa3c6_1,"a person waving long red flags","air=1|large=1|carrying=4|holding=3|riding=1|red=2"
3208074567_ac44aeb3f3_3,"little kid in red pooh shirt getting wet","wearing=1|boy=3|little=4|shirt=4|young=3|face=1|water=3|baby=1|pool=1|small=2|smiling=1|ocean=2|beach=1|children=4|red=2|swimming=2"
3211556865_d1d9becf69_3,"man on top of a mountain with his arms in the air","mountain=5|stands=3|snowy=3|top=3|snow=1|air=3|holding=1|climbing=5"
3213992947_3f3f967a9f_1,"a woman in a puffy red jacket poses for a picture at an ice skating rink","wearing=4|building=1|stands=1|snowy=1|snow=1|face=1|jacket=3|camera=3|smiling=1|red=2|women=3"
3214237686_6566b8b52f_0,"a lone snowboarder jumping in the air doing a trick","mountain=4|snowy=4|park=1|top=1|skateboard=1|snow=3|air=4|riding=2|white=1|rides=3|jumps=4"
3214573346_d3a57f0328_3,"a white dog with black spots jumps in midair","jumps=5|park=1|air=2|black=3|white=2|dogs=4"
3214885227_2be09e7cfb_4,"a single person rowing a small boat on a lake","little=2|sitting=2|rides=1|ocean=1|water=5|sand=1|carrying=1|holding=1|small=1|riding=1|sits=1|beach=1"
3216926094_bc975e84b9_1,"a dog carrying something blue and running","toy=2|carrying=3|field=1|running=5|race=1|mouth=3|holding=4|walks=1|dogs=2"
3217187564_0ffd89dec1_4,"three race dogs run to finish a race","dirt=1|park=2|three=1|running=3|race=4|dogs=5"
3217266166_4e0091860b_1,"little kids playing with sparklers at night","boy=1|little=2|young=3|baby=1|street=2|black=1|stick=1|holding=3|small=2|mouth=1|beach=1|children=1"
3217620013_8b17873273_0,"a basketball player in a red uniform is holding the ball while a player in a white uniform is trying to block him","wearing=3|boy=1|ball=4|stands=2|jumps=2|park=1|young=1|air=1|large=1|sand=1|street=1|mouth=1|holding=5|carrying=1|white=2|face=1|red=3|shirt=1"
3217910740_d1d61c08ab_1,"a woman helps boys on a computer","building=1|boy=5|little=1|sitting=1|young=5|sits=1|children=4|women=5"
3218480482_66af7587c8_3,"a referee watches two basketball players playing basketball","ball=3|shirt=1|three=1|yellow=1|face=1|large=1|running=2|children=1"
3220126881_b0a4f7cccb_0,"three people stand by a doorway posing for a photograph","building=3|boy=1|stands=2|three=3|face=1|hair=1|camera=4|mouth=1|smiling=3"
3220161734_77f42734b9_0,"a blond haired child in a black outfit and red belt doing karate","wearing=1|water=1|young=4|yellow=1|face=1|hair=1|black=3|holding=1|children=3|red=2"
3220650628_4ed964e5b4_2,"a small crowd in winter jackets stand in a snow field looking at fireworks","wearing=3|stands=5|snowy=3|dirt=1|park=1|snow=4|jacket=4|field=3|small=1|white=1"
3221036999_3f7b152d8a_1,"a skateboarder becomes airborne at the top of a black and yellow ramp","boy=2|top=5|skateboard=5|yellow=4|air=3|black=4|riding=1|rides=2|jumps=3"
3222041930_f642f49d28_1,"a man in a blue suit reads the paper while smoking next to a marble building","wearing=3|building=4|stands=1|sitting=1|rock=1|park=1|face=2|jacket=2|carrying=3|mouth=1|holding=1|walks=1|sits=1"
3222055946_45f7293bb2_2,"basketball players in action","wearing=1|building=1|ball=3|stands=2|jumps=3|running=3|race=1"
3223055565_68973f5d20_1,"a man stands in the snow and holds a toy up while a black dog jumps for it","ball=2|stands=4|snowy=4|jumps=3|carrying=1|snow=2|air=1|toy=5|black=4|holding=4|mouth=1|white=1|dogs=5"
3223224391_be50bf4f43_0,"a furry dog running on an open field of grass","tree=2|park=1|field=5|running=4|carrying=1|grass=5|dogs=5"
3224227640_31865b3651_2,"a white dog and brown dog fighting","brown=2|street=1|small=1|climbing=1|white=3|dogs=5"
3225310099_d8e419ba56_2,"a raft hanging from a rope over the ocean","water=5|boy=1|sand=1|beach=1|ocean=4"
3227148358_f152303584_4,"a white bird with yellow feet is flying over water","little=1|yellow=3|air=2|water=4|white=5|ocean=2|beach=1"
3228069008_edb2961fc4_4,"brown puppy biting pole","brown=3|little=1|toy=1|mouth=2|dogs=4"
3232470286_903a61ea16_3,"a soccer team scores a goal","soccer=5|ball=3|jumps=1|football=1|park=2|air=1|field=3|running=2|smiling=2|grass=1"
3234115903_f4dfc8fc75_2,"two women with blue and white uniforms playing floor hockey","wearing=3|mountain=1|ball=3|shirt=1|running=2|carrying=1|stick=1|white=3|women=4"
3234401637_84e0d14414_1,"two children on bikes riding on a desolate street near water and a streetlamp","boy=1|little=1|street=3|sitting=1|young=3|bike=3|ocean=1|water=1|race=1|riding=2|rides=3|children=5|road=3"
3238951136_2a99f1a1a8_2,"a man wearing red shorts is holding onto the rocks beside the water","wearing=4|boy=1|stands=1|ocean=3|face=1|water=4|holding=3|rock=4|climbing=3|sits=1|beach=2|red=3|swimming=1"
3239021459_a6b71bb400_1,"a boy riding a tobaggan down a snowy hill","wearing=1|mountain=1|little=3|boy=3|snow=3|top=1|snowy=5|young=5|air=2|jacket=3|race=1|riding=5|white=1|sits=2|rides=3|children=2"
324208502_674488bcea_2,"a person sits on a red bench to eat while another watches","shirt=1|sitting=4|park=1|face=2|jacket=1|mouth=1|holding=2|sits=5|beach=1|red=3"
3243588540_b418ac7eda_4,"two girls at a table with papers between them","sitting=5|young=4|mouth=1|sits=3|children=4|women=2"
3244470342_c08f6bb17e_1,"a snowboarder is jumping off a high stone wall","mountain=1|snowy=4|snow=3|jumps=4|skateboard=1|young=1|air=3|jacket=1|rock=1|riding=1|white=1|top=1"
3244747165_17028936e0_0,"a smiling group posing together","boy=1|stands=2|three=2|face=3|camera=3|mouth=1|smiling=5|women=2"
3245070961_8977fdd548_2,"a little boy in navy blue is running very fast","wearing=3|boy=5|little=4|shirt=1|park=1|young=3|hair=1|running=4|race=1|small=2|smiling=1|children=4"
3245460937_2710a82709_2,"a child jumping on a tennis court","boy=1|little=2|ball=1|jumps=4|tennis=5|park=1|young=2|face=1|small=2|children=4"
3245912109_fdeef6b456_2,"many bundled up people are standing in a public square","wearing=1|building=3|stands=3|carrying=1|park=2|jacket=2|street=4|mouth=1|road=1"
3246991821_750a3097e2_0,"a girl in a pink dress blows bubbles on a wharf","wearing=4|pink=4|little=1|toy=1|stands=1|young=2|air=2|water=3|sand=1|mouth=1|holding=1|ocean=2|small=3|smiling=2|face=1|beach=1|children=3|women=1"
3247052319_da8aba1983_2,"a man wearing a white hat is on a red atv driving on the dirt","wearing=4|brown=1|shirt=1|dirt=4|rides=2|sitting=2|field=3|sand=1|bike=1|mouth=1|road=1|riding=4|white=4|sits=2|hat=3|red=4"
3250695024_93e8ab7305_4,"three people looking concerned facing us a girl in a backback facing away","stands=1|carrying=1|three=4|young=1|running=1|camera=1|small=1|face=3|beach=1|children=2|women=1"
3251648670_9339943ba2_4,"two boys walking to make a cylinder roll at a small carnival","boy=2|little=1|toy=1|young=2|walks=4|small=2|riding=1|children=4"
3251976937_20625dc2b8_3,"brown dog runs through snow with a snow covered branch in its mouth","brown=1|snowy=5|dirt=1|tree=1|snow=5|running=4|carrying=3|mouth=3|stick=4|holding=4|walks=1|white=1|dogs=5"
3254817653_632e840423_0,"a family picture","boy=2|stands=1|sitting=2|young=2|face=2|hair=1|field=1|camera=1|holding=1|baby=1|smiling=3|sits=1|children=5|women=3"
3255482333_5bcee79f7e_4,"a skier wearing white sunglasses is skiing down a snowy mountain very fast","wearing=1|mountain=4|snowy=3|jumps=1|snow=4|face=2|jacket=2|race=1|riding=3|white=2|rides=3"
3256043809_47258e0b3e_1,"a brown and white dog walking in the snow near a fence","brown=2|snowy=4|snow=4|walks=3|white=1|dogs=3"
3256275785_9c3af57576_4,"a man with a black shirt jumps from a wooden plank on a cloudy day","wearing=3|stands=1|jumps=4|air=2|water=1|black=3|white=1|top=1|shirt=1"
3258874419_23fec1bdc1_1,"a greyhound dog wearing a yellow and black shirt runs along a dirt racetrack","wearing=3|shirt=3|dirt=5|jumps=2|yellow=4|jacket=1|running=2|race=3|black=3|mouth=1|dogs=4"
3259002340_707ce96858_4,"the black dog is wearing a purple collar with a black leash as he is running","wearing=4|air=1|field=1|running=4|race=1|black=4|rock=1|grass=1|dogs=5"
3259666643_ae49524c81_2,"a man in a white uniform jumps while holding a basketball as another in blue blocks him","wearing=2|ball=5|camera=1|jumps=3|young=1|air=1|field=1|running=1|carrying=2|holding=4|white=4"
3259991972_fce3ab18b2_4,"young man break dancing in the street","boy=3|skateboard=1|young=3|street=5|smiling=1|road=2"
3262075846_5695021d84_0,"a bunch of men play rugby on a muddy field","ball=4|dirt=3|jumps=1|park=1|water=1|field=5|running=3|holding=2|grass=3"
3263395801_5e4cee2b9e_3,"a motorcyclist navigates a forest trail","mountain=1|dirt=3|jumps=1|sitting=1|tree=2|bike=2|small=1|riding=5|grass=3|rides=1|road=2"
3263497678_8bb688ca01_0,"the 2 runners are ready for the track","street=1|stands=1|jacket=1|field=2|running=4|race=3|holding=1|walks=1|grass=1"
326456451_effadbbe49_2,"a rottweiler running","brown=1|jumps=1|large=1|running=5|black=1|dogs=5"
3270691950_88583c3524_3,"a young man dives into water","boy=2|jumps=2|young=3|air=2|water=2|ocean=4|beach=1|pool=3|swimming=3"
327415627_6313d32a64_0,"two dogs run along the green grass near the water","tree=1|park=3|sand=1|ocean=1|water=4|field=1|running=5|stick=1|grass=4|beach=1|dogs=5|pool=1|swimming=1"
3275704430_a75828048f_2,"a woman is covering her eyes with her hands","face=4|women=4"
3280052365_c4644bf0a5_2,"two woman and a child look at each other while a night party scene goes on behind them","boy=2|little=2|stands=1|young=2|air=1|baby=1|smiling=2|sits=1|children=5|women=5"
3281078518_630a7a7f4f_3,"puppies chickens and a turkey examining bucket contents on dirt","little=1|dirt=4|sand=2|rock=1|small=1|dogs=1"
3285993030_87b0f1d202_4,"fuzzy dark gray dog running along a dirt path with weeds on the sides","dirt=3|sand=1|field=2|running=4|grass=1|dogs=5|road=1"
3286822339_5535af6b93_1,"a couple walk to the side of a crowded walkway","face=1|large=1|walks=3|riding=1|road=2|women=2"
3287549827_04dec6fb6e_0,"a guy on a snowboard grinding","mountain=2|stands=2|snowy=3|skateboard=1|snow=3|air=1|jacket=1|holding=1|riding=1|white=2"
3290105461_7590f23371_0,"a cricket batter dressed all in white makes a hit","wearing=1|ball=1|shirt=3|field=3|carrying=1|holding=1|white=4"
3294209955_a1f1e2cc19_4,"the dog is running full speed through the meadow","dirt=2|park=2|air=1|field=5|running=5|grass=4|dogs=4"
3295391572_cbfde03a10_3,"a small boy wearing a blue shirt stacks wooden blocks","wearing=3|boy=4|little=3|toy=2|stands=1|jumps=1|young=4|carrying=1|holding=1|small=5|smiling=1|building=2|children=1|shirt=1"
3295680663_af21ea648b_1,"a man on a bmx bike jumps over a train","dirt=1|jumps=5|air=2|bike=5|riding=3|rides=3|children=1"
3299820401_c2589186c5_0,"a dirt biker rides through some trees","mountain=1|dirt=5|tree=3|park=1|bike=4|field=1|race=1|riding=4|sits=1|rides=4|road=1"
3301811927_a2797339e5_2,"hockey players with one taking a shot","mouth=1|stick=1|face=1"
3301859683_2d5e4b40a3_2,"a person skis downhill","mountain=3|stands=1|snowy=3|rides=2|top=1|snow=5|air=1|large=1|carrying=1|white=1|hat=1"
3310067561_b92017acab_4,"the dog is lying on the cobblestone street","sitting=1|street=3|rock=1|small=1|sits=2|dogs=4|road=4"
3315616181_15dd137e27_3,"a teenager climbs a rock wall","mountain=2|boy=2|top=1|dirt=1|young=4|face=1|large=1|rock=5|climbing=4|children=1"
3316725440_9ccd9b5417_1,"a guy on a bmx bike","boy=1|dirt=2|rides=4|jumps=1|sitting=1|young=2|bike=4|race=2|riding=3|smiling=1|sits=1|beach=1|road=3"
3317073508_7e13565c1b_3,"six soccer players on field with player in red uniform in the air and ball airborne","wearing=2|soccer=4|ball=4|jumps=1|football=3|park=1|air=5|field=2|running=1|grass=2|red=3"
3320032226_63390d74a6_2,"a little girl in a red snowsuit sits on a snowball in a backyard","wearing=3|building=1|little=3|ball=2|snowy=5|grass=1|tree=1|young=3|snow=3|jacket=1|sitting=4|small=3|white=1|sits=4|children=4|red=3|women=1"
3320356356_1497e53f80_0,"a man climbs a rock","mountain=1|climbing=5|dirt=1|park=1|rock=5"
3323988406_e3c8fce690_4,"the skateboarder is jumping over a ramp","park=3|jumps=5|skateboard=5|air=2|riding=3|face=1|rides=2"
3325497914_f9014d615b_2,"a woman holding a little girls hand is pointing to something trying to show her","wearing=1|little=4|young=5|face=2|baby=1|carrying=2|holding=2|small=3|children=5|women=5"
3328646934_5cca4cebce_1,"a blond child runs down a sand dune while another looks on","boy=1|little=2|sand=4|brown=1|face=1|top=2|walks=1|young=4|yellow=1|ocean=1|hair=1|field=1|running=4|camera=1|rock=1|sits=1|beach=2|children=4"
3332467180_d72f9b067d_3,"a man lights a cigarette on a loading dock near a dumpster","building=3|street=1|stands=2|face=2|carrying=1|mouth=2|holding=1|sits=1|swimming=1"
3333921867_6cc7d7c73d_4,"three dogs run through water and grass","toy=1|air=1|tree=1|sand=1|three=3|water=5|field=2|running=4|race=1|ocean=2|grass=5|beach=2|dogs=5|pool=1"
3334537556_a2cf4e9b9a_4,"people some dressed in costumes and dogs on a snowy mountain","wearing=1|mountain=5|snowy=5|three=1|snow=3|climbing=1|white=1|dogs=2"
3339140382_2e49bc324a_0,"a three person sky dive team in the air performing a stunt","jumps=4|air=5|smiling=1|three=4"
3344233740_c010378da7_3,"people in the city","building=3|boy=1|car=1|face=1|jacket=1|street=5|walks=4|children=1|road=1|women=2"
3347666612_659e6e2207_4,"two indian children are being squirted by a jet of water","boy=2|young=5|ocean=1|water=5|small=1|grass=1|beach=1|children=5"
3347798761_5c5260b000_3,"a person on a dirt bike doing a trick over a hill","brown=2|dirt=5|jumps=4|sitting=1|air=4|sand=4|bike=5|climbing=1|riding=3|grass=1|rides=5|top=1"
3348385580_10b53391f9_1,"a snowboarder balancing on a wall","mountain=1|snowy=4|snow=4|park=1|young=1|air=1|hair=1|riding=2|rides=2"
3349451628_4249a21c8f_1,"a boy swings a piece of wood","boy=5|little=1|brown=1|tree=1|young=2|carrying=3|stick=2|holding=1|small=1|children=3"
3350786891_6d39b234e9_0,"a group of dark skinned children are sitting beside a red metal container","boy=1|little=2|stands=1|sitting=2|three=2|young=3|race=1|black=2|red=4|sits=2|children=4|road=1"
3353036763_4cbeba03b2_3,"two men riding three horses wave their arms in the air","brown=1|sitting=1|top=1|three=3|air=2|riding=4|smiling=1|sits=3|rides=3"
3354330935_de75be9d2f_0,"a person is holding a camera while a skier does a trick","mountain=2|stands=1|snowy=2|camera=4|snow=3|face=1|carrying=1|mouth=1|holding=3|shirt=1"
3354883962_170d19bfe4_3,"a white dog with a black collar runs in the snow","wearing=2|mountain=1|toy=1|snowy=3|sitting=1|snow=4|jacket=1|running=3|carrying=1|black=3|white=4|grass=1|dogs=4"
